poem,label
"ଥେ ସେଅ ସିନ୍ଗ୍ସ୍ ଇତ୍ସ୍ ସୋନ୍ଗ୍,
Wଅଵେସ୍ ଏମ୍ବ୍ରଚେ ଥେ ଅନ୍ଚିଏନ୍ତ୍ ସ୍ହୋରେ,
ଅ ଲିଘ୍ଥୋଉସେ ସ୍ତିଲ୍ଲ୍ ସ୍ତନ୍ଦ୍ସ୍,
ଇତ୍ସ୍ ଫ଼ିରେ ଚୁତ୍ତିନ୍ଗ୍ ଥ୍ରୋଉଘ୍ ଥେ ଦର୍କ୍,
ଅ ଲୋନେ ସ୍ତର୍ ଉପୋନ୍ ଥେ ଚ୍ଲିଫ଼୍ଫ଼୍ସ୍।",0
"ଅ ରିଵେର୍ ସୋ ଗେନ୍ତ୍ଲେ ଅନ୍ଦ୍ wଇଦେ,
ଦିଦ୍ ମିର୍ରୋର୍ ଥେ ହିଲ୍ଲ୍ସ୍ ଅତ୍ ଇତ୍ସ୍ ସିଦେ।
ଥେ wଇଲ୍ଲୋwସ୍ ଦିଦ୍ ବୋw,
ତୋ wଅତେର୍ସ୍ ବେଲୋw,
ଅନ୍ଦ୍ wଅତ୍ଛେଦ୍ ଅସ୍ ଥେ ସେଅସୋନ୍ସ୍ ଦିଦ୍ ଗ୍ଲିଦେ।",1
"ଅ ଫ଼ଲ୍ଚୋନ୍ ତକେସ୍ ଫ଼୍ଲିଘ୍ତ୍,
ରିଦିନ୍ଗ୍ wଇନ୍ଦ୍ସ୍ ଥତ୍ ତ୍wଇସ୍ତ୍ ଅନ୍ଦ୍ ରିସେ,
ବେଲୋw, ରିଵେର୍ସ୍ wଏଅଵେ,
ଗୋଲ୍ଦେନ୍ ଫ଼ିଏଲ୍ଦ୍ସ୍ ସ୍ତ୍ରେତ୍ଛ୍ ଫ଼ର୍ ଅନ୍ଦ୍ wଇଦେ,
ଅଲ୍ଲ୍ ଫ଼ଦିନ୍ଗ୍ ବେନେଅଥ୍ ହିସ୍ wଇନ୍ଗ୍ସ୍।",0
"ଥେ ଵଲ୍ଲେଯ୍ wଅସ୍ ସ୍ହ୍ରୋଉଦେଦ୍ ଇନ୍ ମିସ୍ତ୍,
ବ୍ଯ୍ ତ୍wଇଲିଘ୍ତ୍ ସୋ ଗେନ୍ତ୍ଲ୍ଯ୍ କିସ୍ସେଦ୍।
ଥେ wଅର୍ବ୍ଲେର୍ ଦିଦ୍ ସିନ୍ଗ୍,
ଅତ୍ ଥେ ବ୍ଲୁସ୍ହ୍ ଓଫ଼୍ ଥେ ସ୍ପ୍ରିନ୍ଗ୍,
ଅନ୍ଦ୍ ମେଲ୍ତେଦ୍ ଥେ ମୋର୍ନିନ୍ଗ୍‚ସ୍ ଚୋଲ୍ଦ୍ wରିସ୍ତ୍।",1
"ଅ ଲନ୍ତେର୍ନ୍ ଓଫ଼୍ ସ୍ତର୍ସ୍,
ସ୍ଚତ୍ତେରେଦ୍ ହିଘ୍ ଅବୋଵେ ଥେ ସେଅ,
ଥେ ତିଦେ ପୁଲ୍ଲ୍ସ୍ ଅwଅଯ୍,
ଲେଅଵିନ୍ଗ୍ ସ୍ତୋରିଏସ୍ ଇନ୍ ଥେ ସନ୍ଦ୍,
ଥତ୍ ଵନିସ୍ହ୍ ବେଫ଼ୋରେ ଥେ ଦwନ୍।",0
"ଅ ଲର୍କ୍‚ସ୍ ସୋନ୍ଗ୍ ସୋଅର୍ସ୍ ହିଘ୍,
ରିସିନ୍ଗ୍ ଉପ୍ wଇଥ୍ ମୋର୍ନିନ୍ଗ୍‚ସ୍ ଲିଘ୍ତ୍,
ଥେ ମେଅଦୋw wଅକେସ୍ ସ୍ଲୋw,
ବଥେଦ୍ ଇନ୍ ଗୋଲ୍ଦ୍ ଅନ୍ଦ୍ ହୋନେଯେଦ୍ ଐର୍,
Wଏଲ୍ଚୋମିନ୍ଗ୍ ଥେ ବ୍ରେଅଥ୍ ଓଫ଼୍ ଦwନ୍।",0
"ଥେ ଲର୍କ୍ ଇନ୍ ଥେ ହେଅଵେନ୍ସ୍ ଦିଦ୍ ରିସେ,
Wଇଥ୍ ସୋନ୍ଗ୍ ଥତ୍ ଅସ୍ଚେନ୍ଦେଦ୍ ଥେ ସ୍କିଏସ୍।
ଥେ ଦୈସିଏସ୍ ଇନ୍ ବ୍ଲୋଓମ୍,
ସ୍ହେଦ୍ ଦେଲିଚତେ ଫ଼ୁମେ,
ଅସ୍ ବ୍ରେଏଜ଼େସ୍ ଇନ୍ wହିସ୍ପେର୍ସ୍ ଦିଦ୍ ସିଘ୍।",1
"ଅ ଫ଼ୋଉନ୍ତୈନ୍ ଦିଦ୍ ଗ୍ଲିସ୍ତେନ୍ wଇଥ୍ ଛେଏର୍,
ଇତ୍ସ୍ wଅତେର୍ସ୍ ସୋ ଚ୍ର୍ଯ୍ସ୍ତଲ୍ ଅନ୍ଦ୍ ଚ୍ଲେଅର୍।
ଥେ ରୋସେସ୍ ସ୍ତୋଓଦ୍ ତଲ୍ଲ୍,
ବ୍ଯ୍ ଥେ ଇଵ୍ଯ୍-ଚ୍ଲଦ୍ wଅଲ୍ଲ୍,
ଅସ୍ ବ୍ରେଏଜ଼େସ୍ ଇନ୍ wହିସ୍ପେର୍ସ୍ ଦ୍ରେw ନେଅର୍।",1
"ଅ ବ୍ରୋଓକ୍ ଇନ୍ ଇତ୍ସ୍ ମେଲୋଦ୍ଯ୍ ପ୍ଲଯେଦ୍,
ଥ୍ରୋଉଘ୍ ମେଅଦୋwସ୍ ଓଫ଼୍ ବ୍ଲୋସ୍ସୋମ୍ ଅର୍ରଯେଦ୍।
ଥେ ଲିଲିଏସ୍ ସୋ ବ୍ରିଘ୍ତ୍,
ଦିଦ୍ ଦନ୍ଚେ ଇନ୍ ଦେଲିଘ୍ତ୍,
ଅନ୍ଦ୍ wଏଲ୍ଚୋମେଦ୍ ଥେ ସୁନ୍ ଅସ୍ ଇତ୍ ସ୍wଅଯେଦ୍।",1
"ଅ ରିଵୁଲେତ୍ ଦନ୍ଚେଦ୍ wଇଥ୍ ଦେଲିଘ୍ତ୍,
ଥ୍ରୋଉଘ୍ ମେଅଦୋwସ୍ ସୋ ଗୋଲ୍ଦେନ୍ ଅନ୍ଦ୍ ବ୍ରିଘ୍ତ୍।
ଥେ ହେରୋନ୍ ସ୍ତୋଓଦ୍ ନେଅର୍,
ଇନ୍ wଅତେର୍ସ୍ ସୋ ଚ୍ଲେଅର୍,
ରେଫ଼୍ଲେଚ୍ତିନ୍ଗ୍ ଥେ ଦwନ୍‚ସ୍ ତେନ୍ଦେର୍ ଲିଘ୍ତ୍।",1
"ଥେ ଫ଼୍ରୋସ୍ତ୍ ଓନ୍ ଥେ ଵଲ୍ଲେଯ୍ ଦିଦ୍ ସ୍ହିନେ,
Wଇଥ୍ ସ୍ହିମ୍ମେର୍ ବୋଥ୍ ଏଏରିଏ ଅନ୍ଦ୍ ଫ଼ିନେ।
ଥେ ରୋବିନ୍ ସ୍ତୋଓଦ୍ ବୋଲ୍ଦ୍,
ଇନ୍ ଚ୍ରିମ୍ସୋନ୍ ଅନ୍ଦ୍ ଗୋଲ୍ଦ୍,
ବେନେଅଥ୍ ଥେ ପଲେ ହୁସ୍ହ୍ ଓଫ଼୍ ଥେ ପିନେ।",1
"ଥେ ମେଅଦୋw ଇସ୍ ହୁସ୍ହେଦ୍,
ବେନେଅଥ୍ ଦwନ୍‚ସ୍ ଫ଼ିର୍ସ୍ତ୍ ଗୋଲ୍ଦେନ୍ ଗ୍ଲୋw,
ଅ ଦେଏର୍ ଲିଫ଼୍ତ୍ସ୍ ଇତ୍ସ୍ ହେଅଦ୍,
Wଅତ୍ଛିନ୍ଗ୍ ଲିଘ୍ତ୍ ସ୍ପିଲ୍ଲ୍ ଥ୍ରୋଉଘ୍ ଥେ ତ୍ରେଏସ୍,
ସୋଫ଼୍ତ୍ ସ୍ତେପ୍ସ୍ ଲୋସ୍ତ୍ wଇଥିନ୍ ଥେ ମିସ୍ତ୍।",0
"ଥେ ବ୍ରୋଓକ୍ ଇନ୍ ଥେ ମେଅଦୋw ଦିଦ୍ ଗ୍ଲେଅମ୍,
ଲିକେ ସିଲ୍ଵେର୍ ଇତ୍ wଓଉନ୍ଦ୍ ଥ୍ରୋଉଘ୍ ଅ ଦ୍ରେଅମ୍।
ଥେ ରୁସ୍ହେସ୍ ସ୍ତୋଓଦ୍ ତଲ୍ଲ୍,
ତୋ ହେଏଦ୍ ନତୁରେ‚ସ୍ ଚଲ୍ଲ୍,
ଅନ୍ଦ୍ ଦନ୍ଚେଦ୍ ଇନ୍ ଥେ ମୋଓନ୍ଲିଘ୍ତ୍‚ସ୍ ସୋଫ଼୍ତ୍ ବେଅମ୍।",1
"ଅ ଦେଲ୍ଲ୍ ଇନ୍ ଥେ ହେଅର୍ତ୍ ଓଫ଼୍ ଥେ ତ୍ରେଏସ୍,
Wଅସ୍ କିସ୍ସେଦ୍ ବ୍ଯ୍ ଥେ ମୁର୍ମୁରିନ୍ଗ୍ ବ୍ରେଏଜ଼େ।
ଥେ ଲିଲିଏସ୍ ଦିଦ୍ ବ୍ଲୋଓମ୍,
ଦିସ୍ପେଲ୍ଲିନ୍ଗ୍ ଅଲ୍ଲ୍ ଗ୍ଲୋଓମ୍,
Wଇଥ୍ wହିସ୍ପେର୍ସ୍ ଓଫ଼୍ ନତୁରେ‚ସ୍ ସୋଫ଼୍ତ୍ ଏଅସେ।",1
"ଥେ wଓଓଦ୍ଲନ୍ଦ୍ ଇନ୍ ସିଲେନ୍ଚେ ଦିଦ୍ କେଏପ୍,
ଅସ୍ ସ୍ହଦୋwସ୍ ଦିଦ୍ ଲେନ୍ଗ୍ଥେନ୍ ଅନ୍ଦ୍ ଚ୍ରେଏପ୍।
ଥେ ଫ଼ୋx ଇନ୍ ହିସ୍ ସ୍ତ୍ରିଦେ,
ଥ୍ରୋଉଘ୍ ଦର୍କ୍ନେସ୍ସ୍ ଦିଦ୍ ଗ୍ଲିଦେ,
Wହେରେ ଏଛୋଏସ୍ ଓଫ଼୍ ତ୍wଇଲିଘ୍ତ୍ ଦିଦ୍ ସ୍ଲେଏପ୍।",1
"ଥେ ମେଅଦୋw ଲିଏସ୍ ସ୍ତିଲ୍ଲ୍,
ବଥେଦ୍ ଇନ୍ ଲିଘ୍ତ୍ ସୋ ସୋଫ଼୍ତ୍ ଅନ୍ଦ୍ ଗୋଲ୍ଦ୍,
ବୁତ୍ତେର୍ଫ଼୍ଲିଏସ୍ ତକେ ଫ଼୍ଲିଘ୍ତ୍,
Wଏଅଵିନ୍ଗ୍ ଦନ୍ଚେସ୍ ଥ୍ରୋଉଘ୍ ଥେ ଐର୍,
ଅସ୍ ଥେ ଲର୍କ୍ ବେଗିନ୍ସ୍ ତୋ ସିନ୍ଗ୍।",0
"ଥେ ଚ୍ଲିଫ଼୍ଫ଼୍ସ୍ ମେତ୍ ଥେ ତୁର୍ବୁଲେନ୍ତ୍ ତିଦେ,
ଥତ୍ ରୋଅରେଦ୍ wଇଥ୍ ଅ ବିଲ୍ଲୋwଇନ୍ଗ୍ ପ୍ରିଦେ।
ଥେ ଗୁଲ୍ଲ୍ସ୍ ଇନ୍ ଥେଇର୍ ଫ଼୍ଲିଘ୍ତ୍,
ଦିଦ୍ ଦନ୍ଚେ wଇଥ୍ ଦେଲିଘ୍ତ୍,
ଓ‚ଏର୍ wଅଵେସ୍ wହେରେ ଥେ wଇଲ୍ଦ୍ wଇନ୍ଦ୍ସ୍ ଅବିଦେ।",1
"ଅ ସିନ୍ଗ୍ଲେ ଫ଼େଅଥେର୍,
ଦ୍ରିଫ଼୍ତ୍ସ୍ ଉପୋନ୍ ଥେ କ଼ୁଇଏତ୍ ଲକେ,
ଅ ହwକ୍ ଚ୍ରିଏସ୍ ଅବୋଵେ,
ଵନିସ୍ହିନ୍ଗ୍ ଇନ୍ତୋ ଥେ ସ୍କ୍ଯ୍,
ବୋଉନ୍ଦ୍ ବେଯୋନ୍ଦ୍ ଥେ ରେଅଛ୍ ଓଫ଼୍ ତିମେ।",0
"ଅ wହିସ୍ପେର୍ ଓଫ଼୍ ରୈନ୍,
ଫ଼ଲ୍ଲ୍ସ୍ ଅଗୈନ୍ସ୍ତ୍ ଥେ ଥିର୍ସ୍ତ୍ଯ୍ ଏଅର୍ଥ୍,
ଲେଅଵେସ୍ ଦ୍ରିନ୍କ୍ ଦେଏପ୍ ବେଲୋw,
ଅସ୍ ଥେ ସ୍ଚେନ୍ତ୍ ଓଫ଼୍ ସୁମ୍ମେର୍‚ସ୍ ଏନ୍ଦ୍,
ଫ଼ିଲ୍ଲ୍ସ୍ ଥେ ହୁସ୍ହ୍ ଓଫ଼୍ ଚୋଓଲିନ୍ଗ୍ ଐର୍।",0
"ଥେ wଇନ୍ତେର୍ ଲେତ୍ ଲୋଓସେ ଇନ୍ ଇତ୍ସ୍ ମିଘ୍ତ୍,
ଅନ୍ଦ୍ ବ୍ଲନ୍କେତେଦ୍ ଅଲ୍ଲ୍ ଇନ୍ ଇତ୍ସ୍ wହିତେ।
ଥେ ହୋଲ୍ଲ୍ଯ୍ ସ୍ତୋଓଦ୍ ବୋଲ୍ଦ୍,
ଇନ୍ ଚ୍ରିମ୍ସୋନ୍ ଅନ୍ଦ୍ ଗୋଲ୍ଦ୍,
ଅସ୍ ଫ଼୍ରୋସ୍ତ୍ ଦିଦ୍ ଏନ୍ସ୍ହ୍ରୋଉଦ୍ ଇତ୍ ଅତ୍ ନିଘ୍ତ୍।",1
"ଅ ସ୍wଅଲ୍ଲୋw ଇନ୍ ସୁମ୍ମେର୍ ଦିଦ୍ ଦର୍ତ୍,
ଥ୍ରୋଉଘ୍ ହେଅଵେନ୍ସ୍ ସୋ ପୈନ୍ତେଦ୍ wଇଥ୍ ଅର୍ତ୍।
ଥେ ତ୍wଇଲିଘ୍ତ୍ ସୋ wଇଦେ,
ଇନ୍ ଚୋଲୋର୍ସ୍ ଦିଦ୍ ବିଦେ,
ଅ ବେଔତ୍ଯ୍ ଥତ୍ ଦ୍wଏଲ୍ଲେଦ୍ ଇନ୍ ଥେ ହେଅର୍ତ୍।",1
"ଥେ ଔତୁମ୍ନ୍ ଲେଅଵେସ୍ ଫ଼୍ଲୁତ୍ତେରେଦ୍ wଇଥ୍ ଗ୍ଲେଏ,
ଅସ୍ ବ୍ରେଏଜ଼େସ୍ ଲେତ୍ ଲୋଓସେ wଇଲ୍ଦ୍ ଅନ୍ଦ୍ ଫ଼୍ରେଏ।
ଥେ wଓଓଦ୍ଲନ୍ଦ୍ ଦିଦ୍ ସିଘ୍,
‚ନେଅଥ୍ ଥେ ଚ୍ଲୋଉଦ୍-ଲଦେନ୍ ସ୍କ୍ଯ୍,
ଅସ୍ wଇନ୍ତେର୍ ଦ୍ରେw ଚ୍ଲୋସେ ତୋ ଥେ ଲେଅ।",1
"ଥେ ଔତୁମ୍ନ୍ wଇନ୍ଦ୍ ମୁର୍ମୁରେଦ୍ ସୋ ଲିଘ୍ତ୍,
ଅନ୍ଦ୍ ସ୍ଚତ୍ତେରେଦ୍ ଥେ ଲେଅଵେସ୍ ଇନ୍ ଥେଇର୍ ଫ଼୍ଲିଘ୍ତ୍।
ଥେ ଗୋଲ୍ଦ୍ ଅନ୍ଦ୍ ଥେ ରେଦ୍,
ଲଯ୍ ସ୍ତ୍ରେwନ୍ wହେରେ ଥେଯ୍ ଫ଼୍ଲେଦ୍,
ଅନ୍ଦ୍ ଫ଼ଦେଦ୍ ବେନେଅଥ୍ wଇନ୍ତେର୍‚ସ୍ wହିତେ।",1
"ଥେ ନିଘ୍ତ୍ ସ୍କ୍ଯ୍ ଉନ୍ଫ଼ୋଲ୍ଦ୍ସ୍,
ସ୍ତର୍ସ୍ ଲିକେ ଲନ୍ତେର୍ନ୍ସ୍ ସେତ୍ ଅଲିଘ୍ତ୍,
ଅ ହୁସ୍ହ୍ ଇନ୍ ଥେ ପିନେସ୍,
ଅସ୍ ଥେ ସିଲ୍ଵେର୍ ମୋଓନ୍ ଦ୍ରିଫ଼୍ତ୍ସ୍ ହିଘ୍,
ଚର୍ର୍ଯିନ୍ଗ୍ ଦ୍ରେଅମ୍ସ୍ ଇନ୍ ଇତ୍ସ୍ ଗ୍ଲୋw।",0
"ଥେ ବ୍ରୋଓକ୍ ହୁମ୍ସ୍ ଇତ୍ସ୍ ତୁନେ,
ସ୍କିପ୍ପିନ୍ଗ୍ ଓଵେର୍ ପୋଲିସ୍ହେଦ୍ ସ୍ତୋନେସ୍,
ସୁନ୍ଲିଘ୍ତ୍ ରିପ୍ପ୍ଲେସ୍ ବ୍ରିଘ୍ତ୍,
ଦନ୍ଚିନ୍ଗ୍ ଥ୍ରୋଉଘ୍ ଥେ ଲୌଘିନ୍ଗ୍ wଅଵେସ୍,
ବେଫ଼ୋରେ ଵନିସ୍ହିନ୍ଗ୍ ଦୋwନ୍ସ୍ତ୍ରେଅମ୍।",0
"ଥେ ଓର୍ଛର୍ଦ୍ ଇନ୍ ବ୍ଲୋଓମ୍,
ଦ୍ରିପ୍ସ୍ wଇଥ୍ ସ୍ଚେନ୍ତ୍ ଓଫ଼୍ ହୋନେଯେଦ୍ ଐର୍,
ବେଏସ୍ ହୁମ୍ ଇନ୍ ଥେ ତ୍ରେଏସ୍,
ଗଥେରିନ୍ଗ୍ ଥେଇର୍ ଗୋଲ୍ଦେନ୍ ପ୍ରିଜ଼େ,
ବେଫ଼ୋରେ ଥେ ପେତଲ୍ସ୍ ଦ୍ରିଫ଼୍ତ୍ ଦୋwନ୍।",0
"ଥେ ମୋଓର୍ଲନ୍ଦ୍ ଲଯ୍ ଦର୍କ୍ ଇନ୍ ଥେ ନିଘ୍ତ୍,
ଅସ୍ wଇଲ୍ଲୋwସ୍ ସ୍ତୋଓଦ୍ ବରେ ଇନ୍ ଥେଇର୍ ପ୍ଲିଘ୍ତ୍।
ଥେ ସ୍ପେଚ୍ତେର୍ସ୍ ସୋ ପଲେ,
ଗ୍ଲିଦ୍ ସୋଫ଼୍ତ୍ ଥ୍ରୋଉଘ୍ ଥେ ଵଲେ,
ଅସ୍ ଓwଲ୍ସ୍ ଇନ୍ ଥେ ଦର୍କ୍ନେସ୍ସ୍ ତୋଓକ୍ ଫ଼୍ଲିଘ୍ତ୍।",1
"ଅ ହwକ୍ ଇନ୍ ଥେ ସ୍କ୍ଯ୍,
ଗ୍ଲିଦିନ୍ଗ୍ ହିଘ୍ ଓନ୍ ଓପେନ୍ wଇନ୍ଦ୍ସ୍,
ଚ୍ଲୋଉଦ୍ସ୍ ଦ୍ରିଫ଼୍ତ୍ ଫ଼ର୍ ବେଲୋw,
ଚସ୍ତିନ୍ଗ୍ ସ୍ହଦୋwସ୍ ଓନ୍ ଥେ ହିଲ୍ଲ୍ସ୍,
ସିଲେନ୍ତ୍ ଅସ୍ ଥେ ତୁର୍ନିନ୍ଗ୍ ଏଅର୍ଥ୍।",0
"ଅ wଓଓଦ୍ଲନ୍ଦ୍ ଏନ୍ସ୍ହ୍ରିନେଦ୍ ଇନ୍ ଅ ଦ୍ରେଅମ୍,
ଦିଦ୍ ବସ୍କ୍ ଇନ୍ ଥେ ମୋଓନ୍ଲିଘ୍ତ୍‚ସ୍ ସୋଫ଼୍ତ୍ ଗ୍ଲେଅମ୍।
ଥେ ଫ଼ୈରିଏସ୍ ତୋଓକ୍ ଫ଼୍ଲିଘ୍ତ୍,
ଇନ୍ ସ୍ହଦୋwସ୍ ଓଫ଼୍ ନିଘ୍ତ୍,
ଅନ୍ଦ୍ wଓଵେ ଅନ୍ ଏନ୍ଛନ୍ତିନ୍ଗ୍ ମୋଓନ୍ବେଅମ୍।",1
"ଥେ ଫ଼୍ରୋସ୍ତ୍ ପୈନ୍ତ୍ସ୍ ଥେ ଫ଼ିଏଲ୍ଦ୍ସ୍,
ଗ୍ଲିତ୍ତେରିନ୍ଗ୍ ଇନ୍ ମୋର୍ନିନ୍ଗ୍‚ସ୍ ଲିଘ୍ତ୍,
ବରେ ତ୍ରେଏସ୍ ବୋw ଅନ୍ଦ୍ ସ୍ହକେ,
Wଐତିନ୍ଗ୍ ଫ଼ୋର୍ ଥେ wଅର୍ମ୍ଥ୍ ତୋ ଚୋମେ,
ବେଫ଼ୋରେ wଇନ୍ତେର୍ ଚଲ୍ଲ୍ସ୍ ଅଗୈନ୍।",0
"ଅ ଦେଏର୍ ମୋଵେସ୍ ଉନ୍ସେଏନ୍,
ସୋଫ଼୍ତ୍ ସ୍ତେପ୍ସ୍ ଥ୍ରୋଉଘ୍ ଥେ ମୋର୍ନିନ୍ଗ୍ ମିସ୍ତ୍,
ଅ ହୁସ୍ହ୍ ଓନ୍ ଥେ ଫ଼ିଏଲ୍ଦ୍ସ୍,
ଅସ୍ ଥେ ଦwନ୍‚ସ୍ ଫ଼ିର୍ସ୍ତ୍ ବ୍ଲୁସ୍ହ୍ ଅପ୍ପେଅର୍ସ୍,
ପୈନ୍ତିନ୍ଗ୍ ଗୋଲ୍ଦ୍ ଉପୋନ୍ ଥେ ହିଲ୍ଲ୍ସ୍।",0
"ଥେ ବ୍ରୋଓକ୍ ସିନ୍ଗ୍ସ୍ ଇତ୍ସ୍ ସୋନ୍ଗ୍,
ଦନ୍ଚିନ୍ଗ୍ ଦୋwନ୍ ଥେ ମୋସ୍ସ୍ଯ୍ ରୋଚ୍କ୍ସ୍,
ସୁନ୍ଲିଘ୍ତ୍ wଏଅଵେସ୍ ଥ୍ରୋଉଘ୍ ଲେଅଵେସ୍,
ସ୍ଚତ୍ତେରିନ୍ଗ୍ ଗୋଲ୍ଦ୍ ଓନ୍ ଥେ wଅଵେସ୍,
ଅ ମେଲୋଦ୍ଯ୍ ସୋଫ଼୍ତ୍ ଅନ୍ଦ୍ ବ୍ରିଘ୍ତ୍।",0
